
(0,0):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,7):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,13):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,19):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,25):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,31):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,37):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,43):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,49):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,55):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,61):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,67):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,73):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,79):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,85):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,91):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,97):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,103):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,109):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,115):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,121):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,127):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,133):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,139):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,145):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,151):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,157):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,163):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,169):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,175):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,181):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,187):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,193):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,199):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,205):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,211):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,217):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,223):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,229):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,235):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,241):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,247):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,253):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,259):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,265):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,271):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,277):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,283):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,289):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,295):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,301):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,307):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,313):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,319):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,325):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,331):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,337):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,343):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,349):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,355):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,361):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,367):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,373):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,379):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,385):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,391):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,397):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,403):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,409):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,415):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,421):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,427):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,433):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,439):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,445):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,451):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,457):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,463):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,469):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,475):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,481):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,487):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,493):  1.000000  1.000000  1.000000  1.000000  1.000000  1.000000
(0,499):  1.000000

(1,0):  1.000000  0.440908  0.474328  0.472501  0.472779  0.472930  0.473088
(1,7):  0.473246  0.473403  0.473559  0.473715  0.473869  0.474023
(1,13):  0.474176  0.474328  0.474479  0.474629  0.474778  0.474926
(1,19):  0.475072  0.475216  0.475360  0.475501  0.475642  0.475780
(1,25):  0.475917  0.476053  0.476186  0.476318  0.476448  0.476576
(1,31):  0.476702  0.476826  0.476948  0.477068  0.477187  0.477303
(1,37):  0.477417  0.477529  0.477639  0.477746  0.477852  0.477955
(1,43):  0.478057  0.478156  0.478253  0.478348  0.478440  0.478531
(1,49):  0.478619  0.478706  0.478790  0.478872  0.478952  0.479029
(1,55):  0.479105  0.479179  0.479251  0.479320  0.479388  0.479453
(1,61):  0.479517  0.479579  0.479639  0.479697  0.479753  0.479808
(1,67):  0.479860  0.479911  0.479961  0.480008  0.480054  0.480098
(1,73):  0.480141  0.480182  0.480222  0.480260  0.480297  0.480333
(1,79):  0.480367  0.480400  0.480431  0.480461  0.480490  0.480518
(1,85):  0.480545  0.480570  0.480595  0.480618  0.480641  0.480662
(1,91):  0.480683  0.480702  0.480721  0.480739  0.480756  0.480772
(1,97):  0.480788  0.480803  0.480817  0.480830  0.480843  0.480855
(1,103):  0.480867  0.480878  0.480888  0.480898  0.480907  0.480916
(1,109):  0.480924  0.480932  0.480940  0.480947  0.480954  0.480960
(1,115):  0.480966  0.480972  0.480977  0.480982  0.480987  0.480991
(1,121):  0.480996  0.481000  0.481003  0.481007  0.481010  0.481013
(1,127):  0.481016  0.481019  0.481021  0.481024  0.481026  0.481028
(1,133):  0.481030  0.481032  0.481034  0.481035  0.481037  0.481038
(1,139):  0.481040  0.481041  0.481042  0.481043  0.481044  0.481045
(1,145):  0.481046  0.481047  0.481048  0.481048  0.481049  0.481049
(1,151):  0.481050  0.481051  0.481051  0.481051  0.481052  0.481052
(1,157):  0.481053  0.481053  0.481053  0.481054  0.481054  0.481054
(1,163):  0.481054  0.481054  0.481055  0.481055  0.481055  0.481055
(1,169):  0.481055  0.481055  0.481055  0.481056  0.481056  0.481056
(1,175):  0.481056  0.481056  0.481056  0.481056  0.481056  0.481056
(1,181):  0.481056  0.481056  0.481056  0.481056  0.481056  0.481056
(1,187):  0.481056  0.481056  0.481056  0.481056  0.481056  0.481056
(1,193):  0.481056  0.481056  0.481056  0.481056  0.481056  0.481056
(1,199):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,205):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,211):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,217):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,223):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,229):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,235):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,241):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,247):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,253):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,259):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,265):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,271):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,277):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,283):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,289):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,295):  0.481057  0.481057  0.481057  0.481057  0.481057  0.481057
(1,301):  0.481056  0.481056  0.481056  0.481056  0.481056  0.481056
(1,307):  0.481056  0.481056  0.481056  0.481056  0.481056  0.481056
(1,313):  0.481056  0.481056  0.481056  0.481056  0.481056  0.481056
(1,319):  0.481056  0.481056  0.481056  0.481056  0.481056  0.481056
(1,325):  0.481056  0.481056  0.481056  0.481055  0.481055  0.481055
(1,331):  0.481055  0.481055  0.481055  0.481055  0.481054  0.481054
