    1.000000E-01  -9.760524E-02  -9.878555E-02
    2.000000E-01  -1.908001E-01  -1.952736E-01
    3.000000E-01  -2.800743E-01  -2.896400E-01
    4.000000E-01  -3.658326E-01  -3.820371E-01
    5.000000E-01  -4.484142E-01  -4.725978E-01
    6.000000E-01  -5.281072E-01  -5.614395E-01
    7.000000E-01  -6.051584E-01  -6.486663E-01
    8.000000E-01  -6.797816E-01  -7.343713E-01
    9.000000E-01  -7.521632E-01  -8.186381E-01
    1.000000E+00  -8.224670E-01  -9.015427E-01
    1.100000E+00  -8.908381E-01  -9.831533E-01
    1.200000E+00  -9.574053E-01  -1.063533E+00
    1.300000E+00  -1.022284E+00  -1.142739E+00
    1.400000E+00  -1.085578E+00  -1.220825E+00
    1.500000E+00  -1.147381E+00  -1.297837E+00
    1.600000E+00  -1.207777E+00  -1.373823E+00
    1.700000E+00  -1.266844E+00  -1.448823E+00
    1.800000E+00  -1.324653E+00  -1.522876E+00
    1.900000E+00  -1.381267E+00  -1.596018E+00
    2.000000E+00  -1.436746E+00  -1.668283E+00
    2.100000E+00  -1.491146E+00  -1.739703E+00
    2.200000E+00  -1.544515E+00  -1.810307E+00
    2.300000E+00  -1.596902E+00  -1.880122E+00
    2.400000E+00  -1.648348E+00  -1.949176E+00
    2.500000E+00  -1.698896E+00  -2.017493E+00
    2.600000E+00  -1.748582E+00  -2.085095E+00
    2.700000E+00  -1.797441E+00  -2.152006E+00
    2.800000E+00  -1.845506E+00  -2.218246E+00
    2.900000E+00  -1.892808E+00  -2.283834E+00
    3.000000E+00  -1.939375E+00  -2.348790E+00
    3.100000E+00  -1.985236E+00  -2.413132E+00
    3.200000E+00  -2.030415E+00  -2.476876E+00
    3.300000E+00  -2.074937E+00  -2.540038E+00
    3.400000E+00  -2.118823E+00  -2.602635E+00
    3.500000E+00  -2.162097E+00  -2.664680E+00
    3.600000E+00  -2.204777E+00  -2.726187E+00
    3.700000E+00  -2.246884E+00  -2.787172E+00
    3.800000E+00  -2.288435E+00  -2.847645E+00
    3.900000E+00  -2.329448E+00  -2.907620E+00
    4.000000E+00  -2.369940E+00  -2.967108E+00
    4.100000E+00  -2.409925E+00  -3.026120E+00
    4.200000E+00  -2.449420E+00  -3.084669E+00
    4.300000E+00  -2.488438E+00  -3.142763E+00
    4.400000E+00  -2.526992E+00  -3.200413E+00
    4.500000E+00  -2.565096E+00  -3.257629E+00
    4.600000E+00  -2.602763E+00  -3.314420E+00
    4.700000E+00  -2.640003E+00  -3.370796E+00
    4.800000E+00  -2.676829E+00  -3.426764E+00
    4.900000E+00  -2.713251E+00  -3.482333E+00
    5.000000E+00  -2.749279E+00  -3.537511E+00
    5.100000E+00  -2.784924E+00  -3.592307E+00
    5.200000E+00  -2.820196E+00  -3.646726E+00
    5.300000E+00  -2.855102E+00  -3.700778E+00
    5.400000E+00  -2.889653E+00  -3.754468E+00
    5.500000E+00  -2.923857E+00  -3.807804E+00
    5.600000E+00  -2.957721E+00  -3.860793E+00
    5.700000E+00  -2.991255E+00  -3.913440E+00
    5.800000E+00  -3.024464E+00  -3.965751E+00
    5.900000E+00  -3.057358E+00  -4.017734E+00
    6.000000E+00  -3.089942E+00  -4.069392E+00
    6.100000E+00  -3.122224E+00  -4.120733E+00
    6.200000E+00  -3.154210E+00  -4.171762E+00
