49
0.1016000000000E+01 0.0000000000000E+00
0.1016000000000E+01 0.4000000000000E+00
0.1016000000000E+01 0.4150000000000E+00
0.1016000000000E+01 0.1217300000000E+01
0.1148300000000E+01 0.1351500000000E+01
0.1412900000000E+01 0.1351500000000E+01
0.1412900000000E+01 0.1311400000000E+01
0.1386800000000E+01 0.1311400000000E+01
0.1386800000000E+01 0.1289500000000E+01
0.1397400000000E+01 0.1271200000000E+01
0.1607800000000E+01 0.1094600000000E+01
0.1646500000000E+01 0.1076800000000E+01
0.1784500000000E+01 0.1076800000000E+01
0.2070100000000E+01 0.1040000000000E+01
0.2128200000000E+01 0.9926000000000E+00
0.2245100000000E+01 0.7086000000000E+00
0.2323100000000E+01 0.5192000000000E+00
0.2376700000000E+01 0.3891000000000E+00
0.2352200000000E+01 0.4000000000000E+00
0.2351100000000E+01 0.3374000000000E+00
0.2351100000000E+01 0.2052000000000E+00
0.2353600000000E+01 0.6837000000000E-01
0.2354000000000E+01 0.0000000000000E+00
0.2354400000000E+01 -.6837000000000E-01
0.2352900000000E+01 -.2052000000000E+00
0.2350500000000E+01 -.3374000000000E+00
0.2352700000000E+01 -.4000000000000E+00
0.2376700000000E+01 -.3890000000000E+00
0.2134000000000E+01 -.9730000000000E+00
0.1785700000000E+01 -.1174400000000E+01
0.1768000000000E+01 -.1210700000000E+01
0.1768000000000E+01 -.1254000000000E+01
0.1682000000000E+01 -.1254000000000E+01
0.1674000000000E+01 -.1262000000000E+01
0.1674000000000E+01 -.1329000000000E+01
0.1681000000000E+01 -.1339000000000E+01
0.1754000000000E+01 -.1339000000000E+01
0.1754000000000E+01 -.1367500000000E+01
0.1689000000000E+01 -.1367500000000E+01
0.1689000000000E+01 -.1366000000000E+01
0.1555000000000E+01 -.1366000000000E+01
0.1412000000000E+01 -.1366000000000E+01
0.1273000000000E+01 -.1366000000000E+01
0.1153000000000E+01 -.1366000000000E+01
0.1016000000000E+01 -.1228800000000E+01
0.1016000000000E+01 -.8000000000000E+00
0.1016000000000E+01 -.4150000000000E+00
0.1016000000000E+01 -.4000000000000E+00
0.1016000000000E+01 0.0000000000000E+00
