 #      90
0.1076598700000E+01 -.1000000000000E+00
0.1077439590000E+01 0.0000000000000E+00
0.1083298990000E+01 0.7500000000000E-01
0.1093685300000E+01 0.1500000000000E+00
0.1108627720000E+01 0.2250000000000E+00
0.1128526360000E+01 0.3000000000000E+00
0.1145468750000E+01 0.3518512800000E+00
0.1172031250000E+01 0.4199531830000E+00
0.1197629450000E+01 0.4750000000000E+00
0.1224514390000E+01 0.5250000000000E+00
0.1251718750000E+01 0.5694024900000E+00
0.1278281250000E+01 0.6077782450000E+00
0.1311423560000E+01 0.6500000000000E+00
0.1344687500000E+01 0.6871763900000E+00
0.1384047100000E+01 0.7250000000000E+00
0.1413957900000E+01 0.7500000000000E+00
0.1450937500000E+01 0.7768313080000E+00
0.1490781250000E+01 0.8009202190000E+00
0.1541866080000E+01 0.8250000000000E+00
0.1583750000000E+01 0.8395242070000E+00
0.1634163020000E+01 0.8500000000000E+00
0.1676718750000E+01 0.8538297590000E+00
0.1729843750000E+01 0.8510738260000E+00
0.1769687500000E+01 0.8440013270000E+00
0.1822812500000E+01 0.8273512920000E+00
0.1862656250000E+01 0.8095416270000E+00
0.1902500000000E+01 0.7868027550000E+00
0.1942343750000E+01 0.7590947650000E+00
0.1982187500000E+01 0.7259875990000E+00
0.2009404510000E+01 0.7000000000000E+00
0.2048593750000E+01 0.6570308300000E+00
0.2075156250000E+01 0.6230550570000E+00
0.2108008420000E+01 0.5750000000000E+00
0.2137053790000E+01 0.5250000000000E+00
0.2162259080000E+01 0.4750000000000E+00
0.2184435690000E+01 0.4250000000000E+00
0.2207968750000E+01 0.3650267280000E+00
0.2230404520000E+01 0.3000000000000E+00
0.2247812500000E+01 0.2409916350000E+00
0.2263463470000E+01 0.1750000000000E+00
0.2274549070000E+01 0.1000000000000E+00
0.2276696260000E+01 0.0000000000000E+00
0.2268317390000E+01 -.7500000000000E-01
0.2252796740000E+01 -.1500000000000E+00
0.2234531250000E+01 -.2162242680000E+00
0.2216057090000E+01 -.2750000000000E+00
0.2194687500000E+01 -.3374982850000E+00
0.2171857300000E+01 -.4000000000000E+00
0.2152300870000E+01 -.4500000000000E+00
0.2128281250000E+01 -.5074736220000E+00
0.2101718750000E+01 -.5647117830000E+00
0.2075156250000E+01 -.6162540850000E+00
0.2048593750000E+01 -.6631627200000E+00
0.2022031250000E+01 -.7062340100000E+00
0.1992863370000E+01 -.7500000000000E+00
0.1957653660000E+01 -.8000000000000E+00
0.1929062500000E+01 -.8389029470000E+00
0.1901492060000E+01 -.8750000000000E+00
0.1863026740000E+01 -.9250000000000E+00
0.1836093750000E+01 -.9599985300000E+00
0.1804843280000E+01 -.1000000000000E+01
0.1769687500000E+01 -.1046179230000E+01
0.1743125000000E+01 -.1081521880000E+01
0.1709926040000E+01 -.1125000000000E+01
0.1676718750000E+01 -.1168711190000E+01
0.1650156250000E+01 -.1200821490000E+01
0.1610312500000E+01 -.1246077150000E+01
0.1596784230000E+01 -.1263189170000E+01
0.1561450960000E+01 -.1225000000000E+01
0.1530625000000E+01 -.1192107390000E+01
0.1498695960000E+01 -.1150000000000E+01
0.1464218750000E+01 -.1100487560000E+01
0.1437656250000E+01 -.1059747050000E+01
0.1411093750000E+01 -.1016957340000E+01
0.1384531250000E+01 -.9727078360000E+00
0.1356706290000E+01 -.9250000000000E+00
0.1328458980000E+01 -.8750000000000E+00
0.1301283230000E+01 -.8250000000000E+00
0.1275238420000E+01 -.7750000000000E+00
0.1250362100000E+01 -.7250000000000E+00
0.1225156250000E+01 -.6716982140000E+00
0.1198593750000E+01 -.6114887190000E+00
0.1173633750000E+01 -.5500000000000E+00
0.1155167760000E+01 -.5000000000000E+00
0.1132187500000E+01 -.4295875710000E+00
0.1116881280000E+01 -.3750000000000E+00
0.1099688630000E+01 -.3000000000000E+00
0.1087121100000E+01 -.2250000000000E+00
0.1079062500000E+01 -.1476040910000E+00
0.1076598700000E+01 -.1000000000000E+00
